agent_id,trigger_kind,input_text,skill,duration_ms,cost_usd,tokens_in,tokens_out,retry_count,status
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",2949,0.0,129,65,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1165,0.0,121,23,0,Success
sys_watchdog_log,cron-watchdog,"{""category"": ""Logs"", ""agent_id"": ""sys_watchdog_log"", ""status"": ""error"", ""error"": ""UndefinedTable: relation \""audit_chain\"" does not exist\nLINE 1: SELECT COUNT(*) FROM audit_chain WHERE created_at > NOW() - ...\n                             ^\n""}","[""sys_check_log_chain""]",3239,0.0,152,74,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 299}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",3909,0.0,121,68,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 1694}], ""status"": ""ok""}","[""sys_check_observability_stack""]",3746,0.0,129,66,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction""]",3619,0.0,139,79,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.7142857142857143""}], ""status"": ""ok""}","[""sys_check_output_quality""]",3359,0.0,132,69,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""61.6266666666666667""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",3899,0.0,133,73,0,Success
sys_watchdog_tokens,cron-watchdog,"{""category"": ""Tokens"", ""agent_id"": ""sys_watchdog_tokens"", ""result"": [{""sum"": ""0.0000""}], ""status"": ""ok""}","[""sys_check_token_burn""]",3055,0.0,126,71,0,Success
sys_watchdog_embedding,cron-watchdog,"{""category"": ""Embedding"", ""agent_id"": ""sys_watchdog_embedding"", ""result"": ""(checks knowledge_base.review_date)"", ""status"": ""narrative""}","[""sys_check_embedding_version""]",3121,0.0,125,70,0,Success
sys_watchdog_vector_search,cron-watchdog,"{""category"": ""Vector Search"", ""agent_id"": ""sys_watchdog_vector_search"", ""result"": ""(invokes /api/v1/ril/knowledge/search?q=test \u00b7 measures latency)"", ""status"": ""narrative""}","[""sys_check_vector_recall""]",5270,0.0,142,95,0,Success
sys_watchdog_supervise,cron-watchdog,"{""category"": ""Supervise"", ""agent_id"": ""sys_watchdog_supervise"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_supervision_coverage"", ""sys_check_supervision_coverage""]",4118,0.0,129,81,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_mcp_health""]",2383,0.0,125,53,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 36}], ""status"": ""ok""}","[""sys_check_queue_depth""]",3427,0.0,128,63,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",4761,0.0,143,88,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 75}], ""status"": ""ok""}","[""sys_check_vector_health""]",2776,0.0,122,58,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 25}], ""status"": ""ok""}","[""sys_check_api_health""]",2858,0.0,121,58,0,Success
sys_watchdog_security,cron-watchdog,"{""category"": ""Security"", ""agent_id"": ""sys_watchdog_security"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1020,0.0,121,17,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}",[],991,0.0,128,17,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",3665,0.0,137,69,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",4030,0.0,130,63,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status""]",4190,0.0,127,68,0,Success
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",3348,0.0,129,66,0,Success
sys_watchdog_performance,cron-watchdog,"{""category"": ""Performance"", ""agent_id"": ""sys_watchdog_performance"", ""result"": [{""avg"": ""3187.1600000000000000""}], ""status"": ""ok""}","[""sys_check_latency_percentiles""]",3191,0.0,131,62,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.6993006993006993""}], ""status"": ""ok""}",[],2509,0.0,132,40,0,Success
sys_watchdog_security,cron-watchdog,"{""category"": ""Security"", ""agent_id"": ""sys_watchdog_security"", ""result"": [{""count"": 0}], ""status"": ""ok""}","[""sys_check_security_events"", ""n_steps\"": 1}](json)  # Output changed to match JSON format. Original output was: {""]",4115,0.0,121,84,0,Success
sys_watchdog_log,cron-watchdog,"{""category"": ""Logs"", ""agent_id"": ""sys_watchdog_log"", ""status"": ""error"", ""error"": ""UndefinedTable: relation \""audit_chain\"" does not exist\nLINE 1: SELECT COUNT(*) FROM audit_chain WHERE created_at > NOW() - ...\n                             ^\n""}","[""sys_check_log_chain""]",6416,0.0,152,98,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 286}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",3446,0.0,121,62,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 1718}], ""status"": ""ok""}","[""sys_check_observability_stack""]",2828,0.0,129,55,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction""]",4114,0.0,139,70,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.7142857142857143""}], ""status"": ""ok""}","[""sys_check_output_quality""]",3425,0.0,132,62,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""61.6266666666666667""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",3002,0.0,133,60,0,Success
sys_watchdog_embedding,cron-watchdog,"{""category"": ""Embedding"", ""agent_id"": ""sys_watchdog_embedding"", ""result"": ""(checks knowledge_base.review_date)"", ""status"": ""narrative""}","[""sys_check_embedding_version""]",3764,0.0,125,60,0,Success
sys_watchdog_vector_search,cron-watchdog,"{""category"": ""Vector Search"", ""agent_id"": ""sys_watchdog_vector_search"", ""result"": ""(invokes /api/v1/ril/knowledge/search?q=test \u00b7 measures latency)"", ""status"": ""narrative""}","[""sys_check_vector_recall""]",3370,0.0,142,61,0,Success
sys_watchdog_supervise,cron-watchdog,"{""category"": ""Supervise"", ""agent_id"": ""sys_watchdog_supervise"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_supervision_coverage""]",3693,0.0,129,74,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],6726,0.0,121,32,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_mcp_health""]",3224,0.0,125,64,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 36}], ""status"": ""ok""}","[""sys_check_queue_depth""]",4429,0.0,128,90,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",3951,0.0,143,84,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 75}], ""status"": ""ok""}","[""sys_check_vector_health"", ""sys_check_vector_health""]",3900,0.0,122,88,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}","[""sys_scan_recent_errors""]",2763,0.0,121,56,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""24 MB""}], ""status"": ""ok""}","[""sys_check_db_health""]",2874,0.0,126,58,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 24}], ""status"": ""ok""}","[""sys_check_api_health""]",3080,0.0,121,66,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",2790,0.0,137,65,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift"", ""system_update""]",5193,0.0,130,110,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status""]",3529,0.0,127,73,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}","[""sys_check_scalability""]",2799,0.0,128,62,0,Success
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",2825,0.0,129,61,0,Success
sys_watchdog_performance,cron-watchdog,"{""category"": ""Performance"", ""agent_id"": ""sys_watchdog_performance"", ""result"": [{""avg"": ""3524.3913043478260870""}], ""status"": ""ok""}","[""sys_check_latency_percentiles""]",3154,0.0,131,74,0,Success
sys_watchdog_log,cron-watchdog,"{""category"": ""Logs"", ""agent_id"": ""sys_watchdog_log"", ""status"": ""error"", ""error"": ""UndefinedTable: relation \""audit_chain\"" does not exist\nLINE 1: SELECT COUNT(*) FROM audit_chain WHERE created_at > NOW() - ...\n                             ^\n""}","[""sys_check_log_chain""]",3668,0.0,152,75,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 287}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",3212,0.0,121,63,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1901,0.0,121,31,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 1742}], ""status"": ""ok""}","[""sys_check_observability_stack""]",2855,0.0,129,65,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction""]",3619,0.0,139,80,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.7142857142857143""}], ""status"": ""ok""}","[""sys_check_output_quality""]",3804,0.0,132,81,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""61.6266666666666667""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",3636,0.0,133,75,0,Success
sys_watchdog_embedding,cron-watchdog,"{""category"": ""Embedding"", ""agent_id"": ""sys_watchdog_embedding"", ""result"": ""(checks knowledge_base.review_date)"", ""status"": ""narrative""}","[""sys_check_embedding_version""]",3110,0.0,125,65,0,Success
sys_watchdog_vector_search,cron-watchdog,"{""category"": ""Vector Search"", ""agent_id"": ""sys_watchdog_vector_search"", ""result"": ""(invokes /api/v1/ril/knowledge/search?q=test \u00b7 measures latency)"", ""status"": ""narrative""}","[""sys_check_vector_recall""]",2859,0.0,142,61,0,Success
sys_watchdog_supervise,cron-watchdog,"{""category"": ""Supervise"", ""agent_id"": ""sys_watchdog_supervise"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_supervision_coverage""]",3185,0.0,129,65,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_mcp_health""]",2390,0.0,125,50,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 36}], ""status"": ""ok""}","[""sys_check_queue_depth""]",3726,0.0,128,69,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",3800,0.0,143,80,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""61.6172839506172840""}], ""status"": ""ok""}",[],2135,0.0,133,42,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 75}], ""status"": ""ok""}","[""sys_check_vector_health""]",3292,0.0,122,76,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""24 MB""}], ""status"": ""ok""}","[""sys_check_db_health""]",2766,0.0,126,58,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 26}], ""status"": ""ok""}","[""sys_check_api_health""]",2916,0.0,121,58,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",2390,0.0,137,56,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",3936,0.0,130,88,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}",[],1264,0.0,125,17,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status"", ""sys_aggregate_status""]",5733,0.0,127,129,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}","[""sys_check_scalability""]",2620,0.0,128,60,0,Success
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",3000,0.0,129,66,0,Success
sys_watchdog_performance,cron-watchdog,"{""category"": ""Performance"", ""agent_id"": ""sys_watchdog_performance"", ""result"": [{""avg"": ""3056.6923076923076923""}], ""status"": ""ok""}","[""sys_check_latency_percentiles""]",3188,0.0,131,68,0,Success
sys_watchdog_security,cron-watchdog,"{""category"": ""Security"", ""agent_id"": ""sys_watchdog_security"", ""result"": [{""count"": 0}], ""status"": ""ok""}","[""sys_check_security_events""]",3929,0.0,121,82,0,Success
sys_watchdog_log,cron-watchdog,"{""category"": ""Logs"", ""agent_id"": ""sys_watchdog_log"", ""status"": ""error"", ""error"": ""UndefinedTable: relation \""audit_chain\"" does not exist\nLINE 1: SELECT COUNT(*) FROM audit_chain WHERE created_at > NOW() - ...\n                             ^\n""}","[""sys_check_log_chain""]",17446,0.0,0,0,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 282}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",3033,0.0,121,68,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 1766}], ""status"": ""ok""}","[""sys_check_observability_stack""]",3151,0.0,129,51,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction""]",3878,0.0,139,76,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.7142857142857143""}], ""status"": ""ok""}","[""sys_check_output_quality""]",3483,0.0,132,77,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""61.6266666666666667""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",3355,0.0,133,62,0,Success
sys_watchdog_tokens,cron-watchdog,"{""category"": ""Tokens"", ""agent_id"": ""sys_watchdog_tokens"", ""result"": [{""sum"": ""0.0000""}], ""status"": ""ok""}","[""sys_check_token_burn""]",2796,0.0,126,63,0,Success
sys_watchdog_embedding,cron-watchdog,"{""category"": ""Embedding"", ""agent_id"": ""sys_watchdog_embedding"", ""result"": ""(checks knowledge_base.review_date)"", ""status"": ""narrative""}","[""sys_check_embedding_version""]",3723,0.0,125,87,0,Success
sys_watchdog_vector_search,cron-watchdog,"{""category"": ""Vector Search"", ""agent_id"": ""sys_watchdog_vector_search"", ""result"": ""(invokes /api/v1/ril/knowledge/search?q=test \u00b7 measures latency)"", ""status"": ""narrative""}","[""sys_check_vector_recall""]",2799,0.0,142,65,0,Success
sys_watchdog_supervise,cron-watchdog,"{""category"": ""Supervise"", ""agent_id"": ""sys_watchdog_supervise"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_supervision_coverage""]",3706,0.0,129,70,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1679,0.0,121,28,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_mcp_health""]",2874,0.0,125,62,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 36}], ""status"": ""ok""}","[""sys_check_queue_depth""]",3191,0.0,128,64,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",3435,0.0,143,78,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 75}], ""status"": ""ok""}","[""sys_check_vector_health""]",3211,0.0,122,65,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 25}], ""status"": ""ok""}","[""sys_check_api_health""]",2725,0.0,121,52,0,Success
sys_watchdog_security,cron-watchdog,"{""category"": ""Security"", ""agent_id"": ""sys_watchdog_security"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1689,0.0,121,27,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""30 MB""}], ""status"": ""ok""}",[],1468,0.0,126,28,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",2557,0.0,137,55,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",4006,0.0,130,76,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status""]",3972,0.0,127,88,0,Success
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",2993,0.0,129,62,0,Success
sys_watchdog_log,cron-watchdog,"{""category"": ""Logs"", ""agent_id"": ""sys_watchdog_log"", ""status"": ""error"", ""error"": ""UndefinedTable: relation \""audit_chain\"" does not exist\nLINE 1: SELECT COUNT(*) FROM audit_chain WHERE created_at > NOW() - ...\n                             ^\n""}","[""sys_check_log_chain""]",3496,0.0,152,73,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 290}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",2751,0.0,121,62,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 1790}], ""status"": ""ok""}","[""sys_check_observability_stack""]",2893,0.0,129,65,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction""]",3734,0.0,139,83,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.7142857142857143""}], ""status"": ""ok""}","[""sys_check_output_quality""]",2775,0.0,132,55,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""61.6266666666666667""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",2775,0.0,133,65,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1400,0.0,121,23,0,Success
sys_watchdog_embedding,cron-watchdog,"{""category"": ""Embedding"", ""agent_id"": ""sys_watchdog_embedding"", ""result"": ""(checks knowledge_base.review_date)"", ""status"": ""narrative""}","["":"", ""["", ""{""]",1889,0.0,125,37,0,Success
sys_watchdog_vector_search,cron-watchdog,"{""category"": ""Vector Search"", ""agent_id"": ""sys_watchdog_vector_search"", ""result"": ""(invokes /api/v1/ril/knowledge/search?q=test \u00b7 measures latency)"", ""status"": ""narrative""}","[""sys_check_vector_recall""]",2978,0.0,142,66,0,Success
sys_watchdog_supervise,cron-watchdog,"{""category"": ""Supervise"", ""agent_id"": ""sys_watchdog_supervise"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_supervision_coverage""]",3161,0.0,129,64,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_mcp_health""]",2148,0.0,125,49,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 36}], ""status"": ""ok""}","[""sys_check_queue_depth""]",3260,0.0,128,72,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}",[],1483,0.0,128,27,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",3296,0.0,143,73,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 75}], ""status"": ""ok""}","[""sys_check_vector_health""]",2732,0.0,122,56,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""24 MB""}], ""status"": ""ok""}","[""sys_check_db_health""]",2587,0.0,126,59,0,Success
